user_id,date,complete_response,age_bucket,age,age_gen,education,ethnicity,gender,children,hh_size,income,job_ref,marital_status,postal_code,census_division,census_region,state,urbanicity,demo_weight,any_shock,n_shock,lshock_type,lshock_size,lshock_size_imputed,lshock_paid_3m,lshock_amt_paid_3m,lshock_paid_csacct,lshock_paid_retacct,lshock_paid_ccard_sm,lshock_paid_ccard_mm,lshock_paid_ffloan,lshock_paid_pdloan,lshock_paid_bloan,lshock_paid_heloc,lshock_paid_redspend,lshock_paid_mispay,lshock_paid_incinc,lshock_paid_solbel,lshock_paid_dk,lshock_paid_other,lshock_hh_inc,lshock_hh_inc_imputed,lshock_month,lshock_month_imputed,lshock_pred,lshock_prev,hh_liquidity,hh_emergency_fund,hh_credit,hh_credit_score,other_shocks,other_shock_totsize,pastdue_lcc_6m,pastdue_rm_6m,collections_6m,utility_cutoff_6m,repo_notice_6m,eviction_notice_6m,no_adverse_outcome_6m,hh_inc_oct25,hh_inc_oct25_imputed,hh_liquidity_oct25,hh_emergency_fund_oct25,hh_credit_score_oct25,pastdue_lcc_oct25,pastdue_rm_oct25,collections_oct25,utility_cutoff_oct25,repo_notice_oct25,eviction_notice_oct25,no_adverse_outcome_oct25,shock_forecast,lshock_hh_inc_annual,lshock_hh_inc_bin_annual,lshock_hh_inc_conflict
2970027,2026-03-16,1,45-54,52,Gen X [1965-1981],Less than high school,Black or African American,Other,1,2,$20k-40k,85333,Never married,94605,Pacific,West,California,Urban,0.9757970794,1,3 times,Utility bill increase,589,0,Partially paid within 3 months,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,750,1,2025-03-01,0,Unlikely (25% chance),1,"$1,000 - $2,500",3 months,Sufficient credit,660-720,1,589,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,9000,- $20k,Underreported monthly
7039093,2026-03-16,1,45-54,50,Gen X [1965-1981],2 year College Degree,White/Caucasian,Female,0,3,$125k +,85333,Married,60542,East North Central,Midwest,Illinois,Suburban,0.906512595,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
2899137,2026-03-16,1,55-64,60,Gen X [1965-1981],Trade/Technical Degree,White/Caucasian,Female,0,2,$100k-125k,85333,Married,60561,East North Central,Midwest,Illinois,Urban,0.5837449142,1,1 time,Home/Appliance repair,6500,0,Paid in full within 3 months,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,2025-07-01,0,Unlikely (25% chance),0,"$2,500 - $5,000",1 month,No credit,NA,1,8000,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,36000,$20k-40k,Underreported monthly
7020478,2026-03-16,1,65+,71,Boomers+ [< 1965],Less than high school,White/Caucasian,Female,0,2,$20k-40k,85333,Widower,30217,South Atlantic,South,Georgia,Rural,0.415004624,1,1 time,Funeral/Burial expenses,5200,0,Not paid at all within 3 months,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,1,2025-11-01,0,Impossible (0% chance),0,"$500 - $1,000",2 months,Insufficient credit,720-780,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,- $20k,Underreported monthly
4986592,2026-03-16,1,65+,72,Boomers+ [< 1965],4 year College Degree,White/Caucasian,Female,0,2,$40k-60k,85333,Married,30738,South Atlantic,South,Georgia,Rural,0.4252482141,1,3 times,Computer/Phone repair/replacement,1400,0,Not paid at all within 3 months,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,1,2025-05-01,0,Unlikely (25% chance),0,$100 - $500,2 months,Insufficient credit,660-720,NA,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,42000,$40k-60k,No conflict
898425,2026-03-16,1,35-44,42,Millennials [1982-1995],Some College or university,White/Caucasian,Female,1,4,$80k-100k,85333,Married,95660,Pacific,West,California,Urban,0.6664331608,1,5 to 10 times,Vehicle repair/replacement,15000,0,Partially paid within 3 months,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,2026-01-01,0,Equally likely and unlikely(50% chance),1,"$2,500 - $5,000",Less than 1 month,No credit,720-780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,36000,$20k-40k,Underreported monthly
8340069,2026-03-16,1,55-64,60,Gen X [1965-1981],High School/GED,White/Caucasian,Female,0,2,$60k-80k,85333,Married,29579,South Atlantic,South,South Carolina,Suburban,0.4278159133,1,1 time,Childcare/Dependent care expenses,30000,0,Partially paid within 3 months,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5000,0,2025-12-01,0,Likely (75% chance),0,NA,NA,No credit,NA,1,500,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,$40k-60k,Underreported monthly
7660408,2026-03-16,1,55-64,59,Gen X [1965-1981],4 year College Degree,White/Caucasian,Female,0,1,$125k +,85333,Widower,22901,South Atlantic,South,Virginia,Suburban,2.000506215,1,3 times,Home/Appliance repair,15000,1,Paid in full within 3 months,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,2025-07-01,0,Impossible (0% chance),0,"More than $50,000",More than 12 months,Sufficient credit,780-850,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,288000,$125k +,No conflict
1831418,2026-03-16,1,45-54,53,Gen X [1965-1981],4 year College Degree,White/Caucasian,Female,0,4,$125k +,85333,Married,75035,West South Central,South,Texas,Suburban,0.9195981216,1,3 times,Veterinary/Pet care expenses,688,0,Paid in full within 3 months,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,2026-03-01,0,Unlikely (25% chance),0,"$10,000 - $20,000",2 months,Sufficient credit,780-850,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,78000,$60k-80k,Underreported monthly
9078237,2026-03-16,1,55-64,56,Gen X [1965-1981],4 year College Degree,White/Caucasian,Female,0,3,$125k +,85333,Married,58781,West North Central,Midwest,North Dakota,Rural,0.6101272422,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA
6968445,2026-03-16,1,35-44,42,Millennials [1982-1995],High School/GED,White/Caucasian,Female,0,2,$100k-125k,85333,Divorced,98926,Pacific,West,Washington,Rural,0.3647306455,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA
6935085,2026-03-16,1,65+,74,Boomers+ [< 1965],Some College or university,White/Caucasian,Male,1,5,$125k +,85333,Married,24066,South Atlantic,South,Virginia,Rural,2.937081932,1,4 times,Vehicle repair/replacement,2100,0,Paid in full within 3 months,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,1,2025-03-01,0,Impossible (0% chance),0,"$20,000 - $50,000",2 months,Sufficient credit,780-850,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,300000,$125k +,No conflict
8252423,2026-03-16,1,35-44,36,Millennials [1982-1995],4 year College Degree,Black or African American,Female,0,1,$125k +,85333,Separated,95829,Pacific,West,California,Suburban,5,1,1 time,Legal expenses/taxes/fines,5000,0,Paid in full within 3 months,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,1,2025-02-01,0,Unlikely (25% chance),NA,"$5,000 - $7,500",3 months,NA,780-850,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,54000,$40k-60k,Underreported monthly
7151556,2026-03-16,1,35-44,36,Millennials [1982-1995],Graduate Degree,White/Caucasian,Female,0,3,$60k-80k,85333,Never married,2777,New England,Northeast,Massachusetts,Rural,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
9822681,2026-03-16,1,25-34,26,Gen Z [> 1995],High School/GED,White/Caucasian,Other,0,1,$40k-60k,85333,Never married,1453,New England,Northeast,Massachusetts,Suburban,0.6895696473,1,2 times,Gift/Loan to family/friend,150,1,Partially paid within 3 months,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,750,1,2025-05-01,0,Unlikely (25% chance),0,"$2,500 - $5,000",3 months,Insufficient credit,660-720,1,356,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,9000,- $20k,Underreported monthly
6617845,2026-03-16,1,65+,79,Boomers+ [< 1965],Some College or university,Black or African American,Male,0,2,$80k-100k,85333,Married,76044,West South Central,South,Texas,Rural,1.677082766,1,1 time,Home/Appliance repair,400,0,Paid in full within 3 months,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,2025-04-01,0,Impossible (0% chance),0,"$5,000 - $7,500",1 month,Sufficient credit,780-850,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,84000,$80k-100k,No conflict
7566880,2026-03-16,1,65+,72,Boomers+ [< 1965],2 year College Degree,White/Caucasian,Female,0,2,$60k-80k,85333,Married,38572,East South Central,South,Tennessee,Rural,0.5542322977,1,2 times,Medical/Dental expenses,2300,0,Partially paid within 3 months,About 50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,1,2025-08-01,0,Unlikely (25% chance),0,"$1,000 - $2,500",2 months,Sufficient credit,660-720,1,500,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,72000,$60k-80k,No conflict
4966067,2026-03-16,1,65+,68,Boomers+ [< 1965],Some College or university,White/Caucasian,Female,0,2,$80k-100k,85333,Married,18017,Mid-Atlantic,Northeast,Pennsylvania,Suburban,1.272408745,1,2 times,Home/Appliance repair,21000,0,Partially paid within 3 months,About 50%,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4500,0,2025-08-01,0,Unlikely (25% chance),NA,NA,2 months,Sufficient credit,780-850,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54000,$40k-60k,Underreported monthly
4818972,2026-03-16,1,55-64,57,Gen X [1965-1981],4 year College Degree,White/Caucasian,Female,0,2,$80k-100k,85333,Married,83815,Mountain,West,Idaho,Suburban,0.8042592345,1,2 times,Vehicle repair/replacement,850,1,Paid in full within 3 months,100%,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5000,0,2025-04-01,0,Impossible (0% chance),0,"$2,500 - $5,000",2 months,Sufficient credit,660-720,NA,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,60000,$40k-60k,Underreported monthly
7136252,2026-03-16,1,65+,65,Boomers+ [< 1965],Trade/Technical Degree,White/Caucasian,Female,0,1,$40k-60k,85333,Divorced,23320,South Atlantic,South,Virginia,Suburban,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA
7077965,2026-03-16,1,65+,70,Boomers+ [< 1965],2 year College Degree,White/Caucasian,Female,0,2,$20k-40k,85333,Married,24065,South Atlantic,South,Virginia,Rural,0.9111827141,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA
8655291,2026-03-16,1,65+,67,Boomers+ [< 1965],Some Graduate School,White/Caucasian,Female,0,2,$40k-60k,85333,Married,80003,Mountain,West,Colorado,Urban,1.361760775,1,1 time,Home/Appliance repair,900,0,Paid in full within 3 months,100%,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4300,0,2025-11-01,1,Equally likely and unlikely(50% chance),0,"$7,500 - $10,000",3 months,Sufficient credit,780-850,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,51600,$40k-60k,No conflict
8945686,2026-03-16,1,25-34,31,Millennials [1982-1995],2 year College Degree,Hispanic/Latino,Male,1,5,$40k-60k,85333,Living with partner,75401,West South Central,South,Texas,Suburban,1.508784526,1,2 times,Vehicle repair/replacement,30000,0,Partially paid within 3 months,About 75%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3400,0,2025-03-01,0,Unlikely (25% chance),1,"$1,000 - $2,500",2 months,No credit,780-850,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40800,$40k-60k,No conflict
9783841,2026-03-16,1,25-34,27,Gen Z [> 1995],High School/GED,White/Caucasian,Male,0,3,$40k-60k,85333,Living with partner,45011,East North Central,Midwest,Ohio,Suburban,0.8002474272,1,1 time,Utility bill increase,400,1,Paid in full within 3 months,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,750,1,2025-02-01,1,Equally likely and unlikely(50% chance),NA,$100 - $500,2 months,No credit,600-660,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,9000,- $20k,Underreported monthly
10280385,2026-03-16,1,35-44,37,Millennials [1982-1995],High School/GED,Hispanic/Latino,Female,1,3,$20k-40k,85333,Living with partner,7047,Mid-Atlantic,Northeast,New Jersey,Urban,0.8667608014,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA
403182,2026-03-16,1,45-54,49,Gen X [1965-1981],High School/GED,White/Caucasian,Female,0,3,$80k-100k,85333,Married,33510,South Atlantic,South,Florida,Urban,0.3467125402,1,1 time,Veterinary/Pet care expenses,5000,0,Partially paid within 3 months,About 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4500,1,2025-05-01,0,Unlikely (25% chance),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54000,$40k-60k,Underreported monthly
3071880,2026-03-16,1,65+,70,Boomers+ [< 1965],Some College or university,White/Caucasian,Female,0,2,$80k-100k,85333,Married,48168,East North Central,Midwest,Michigan,Suburban,1.357166834,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA
529642,2026-03-16,1,35-44,42,Millennials [1982-1995],4 year College Degree,White/Caucasian,Female,0,4,$125k +,85333,Never married,33174,South Atlantic,South,Florida,Urban,0.8623302544,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
3172277,2026-03-16,1,55-64,60,Gen X [1965-1981],Trade/Technical Degree,White/Caucasian,Female,0,2,$60k-80k,85333,Married,77340,West South Central,South,Texas,Suburban,0.5322973837,1,2 times,Medical/Dental expenses,5600,0,Partially paid within 3 months,About 75%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6500,0,2025-01-01,0,Impossible (0% chance),0,NA,1 month,Sufficient credit,780-850,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78000,$60k-80k,No conflict
7853687,2026-03-16,1,65+,73,Boomers+ [< 1965],2 year College Degree,Hispanic/Latino,Female,0,2,$20k-40k,85333,Married,78596,West South Central,South,Texas,Suburban,0.6125479618,1,1 time,Vehicle repair/replacement,2900,0,Partially paid within 3 months,About 50%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1257,0,2025-07-01,0,Unlikely (25% chance),0,$100 - $500,6 months,Sufficient credit,600-660,NA,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15084,- $20k,Underreported monthly
99398,2026-03-16,1,55-64,57,Gen X [1965-1981],2 year College Degree,White/Caucasian,Male,0,4,$40k-60k,85333,Married,74017,West South Central,South,Oklahoma,Suburban,0.4359799766,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
864304,2026-03-16,1,35-44,37,Millennials [1982-1995],2 year College Degree,Hispanic/Latino,Female,0,2,$40k-60k,85333,Married,27253,South Atlantic,South,North Carolina,Suburban,NA,1,2 times,Home/Appliance repair,489,0,Paid in full within 3 months,100%,0,0,0,1,1,0,0,0,0,0,0,0,0,0,500,0,2025-08-01,1,Unlikely (25% chance),0,"$500 - $1,000",2 months,Insufficient credit,540-600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,6000,- $20k,Underreported monthly
5192334,2026-03-16,1,25-34,25,Gen Z [> 1995],2 year College Degree,Other,Female,1,6,- $20k,85333,Widower,60033,East North Central,Midwest,Illinois,Rural,0.7025682397,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA
7158283,2026-03-16,1,55-64,63,Boomers+ [< 1965],4 year College Degree,White/Caucasian,Female,0,2,$20k-40k,85333,Divorced,63369,West North Central,Midwest,Missouri,Rural,0.4748636001,1,3 times,Legal expenses/taxes/fines,585,0,Paid in full within 3 months,100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,2025-10-01,0,Impossible (0% chance),0,$100 - $500,Less than 1 month,Sufficient credit,720-780,0,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,36000,$20k-40k,No conflict
9511346,2026-03-16,1,35-44,41,Millennials [1982-1995],Graduate Degree,White/Caucasian,Male,1,3,$125k +,85333,Married,17552,Mid-Atlantic,Northeast,Pennsylvania,Rural,1.48166658,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
